period3,0.161307,0.0156552,0.000502513,0.000502513,0.000602485,0.00104077,0.0959799,0.00181104,0.00181104,0.000682707,0.00057044,0.00055927,0.00055927,0.00055927,0.000682707,0.000626982,0.000682707,0.000750444,0.00057044,0.000558159,0.00057044,0.00057044,0.000620946,0.000620946,0.000558159,0.329521,0.0825462,0.376766,0.347788,0.608191,0.0366496,0.440758,0.391304,0.495996,0.899078,0.530572,0.559755,0.841297,0.0320113,0.301924,0.455604,0.601375,0.49958,0.430249,0.174618,0.628981,0.245602,0.754661,0.332937
period4,0.734171,0.67524,0.000502513,0.00552764,0.000828501,0.00134872,0.121106,0.00454041,0.00454041,0.000954272,0.00059746,0.000561958,0.000561958,0.000561958,0.000954272,0.000656406,0.000954272,0.00104578,0.00059746,0.000558426,0.00059746,0.00059746,0.000626292,0.000626292,0.000558426,0.435909,0.0366392,0.623881,0.601165,0.291527,0.888342,0.0324066,0.643456,0.247361,0.18353,0.630202,0.583965,0.228092,0.118874,0.408635,0.432371,0.529106,0.630548,0.287802,0.447841,0.626009,0.483555,0.459883,0.651797
period5,0.990452,0.931402,0.000502513,0.020603,0.000964107,0.0177204,0.573367,0.00174797,0.00174797,0.000676431,0.000569816,0.000559208,0.000559208,0.000559208,0.000676431,0.000626302,0.000676431,0.000742994,0.000569816,0.000558152,0.000569816,0.000569816,0.000620822,0.000620822,0.000558152,0.564259,0.15714,0.302611,0.0478352,0.78352,0.873759,0.303622,0.826978,0.762028,0.450357,0.134773,0.0510781,0.545363,0.336962,0.135294,0.271946,0.30171,0.3443,0.240368,0.439699,0.550513,0.455103,0.309991,0.685856
period6,0.990452,0.981425,0.000502513,0.0658291,0.00102221,0.0527037,0.859799,0.0117995,0.00684836,0.00084401,0.000586489,0.000560867,0.000560867,0.000560867,0.00084401,0.000644629,0.00089494,0.00093263,0.000586489,0.000558317,0.000586489,0.000586489,0.000624138,0.000624138,0.000558317,0.520551,0.818876,0.653402,0.752887,0.550042,0.785847,0.798924,0.336581,0.40117,0.249399,0.316251,0.359743,0.632063,0.0272962,0.512984,0.471596,0.526384,0.442616,0.192031,0.102399,0.168308,0.75056,0.214082,0.516597
period7,0.990452,0.986428,0.000502513,0.0959799,0.00103189,0.0775495,0.965327,0.0763151,0.304196,0.000994845,0.000601497,0.00056236,0.00056236,0.00056236,0.000994845,0.000661283,0.0295971,0.00220057,0.000601497,0.000558466,0.000601497,0.000601497,0.000627138,0.000627138,0.000558466,0.292108,0.516109,0.663221,0.530668,0.929015,0.12941,0.624641,0.224869,0.979168,0.371432,0.5253,0.824239,0.695981,0.405005,0.409524,0.718885,0.473681,0.413932,0.311376,0.4227,0.641306,0.74794,0.446391,0.407011
period8,0.990452,0.986428,0.00552764,1,0.00437766,0.919028,1,0.152288,0.725443,0.0009995,0.00060196,0.000562406,0.000562406,0.000562406,0.00600255,0.000861866,0.079593,0.00219732,0.00060196,0.000558471,0.000802147,0.000802147,0.000666555,0.000666555,0.000558471,0.857828,0.285925,0.600774,0.376386,0.476669,0.276036,0.5865,0.448687,0.110331,0.485008,0.253507,0.466648,0.577001,0.152389,0.402161,0.819353,0.436695,0.519376,0.677803,0.29995,0.185464,0.667322,0.672467,0.498577
period9,0.997017,0.992635,0.0256281,1,0.0115623,0.68124,1,0.997052,0.856114,0.000983217,0.00060034,0.000562245,0.000562245,0.000562245,0.338393,0.0010583,1,0.00491919,0.00060034,0.000558455,0.00597522,0.0457861,0.000905655,0.000905655,0.000558455,0.227815,0.771841,0.512484,0.966934,0.49503,0.872373,0.800674,0.532098,0.57139,0.488107,0.434463,0.543863,0.447316,0.167883,0.510936,0.746943,0.292045,0.569012,0.43237,0.497039,0.817236,0.697238,0.483334,0.493373
period10,0.998523,0.994058,0.307035,1,0.0146185,0.723468,1,0.998283,0.913011,0.000962265,0.000598256,0.000562037,0.000562037,0.000562037,0.686981,0.00105751,1,0.0406691,0.000598256,0.000558434,0.0661863,0.547575,0.00107965,0.00107965,0.000558434,0.785696,0.391558,0.674531,0.388695,0.896241,0.344211,0.527396,0.541311,0.37413,0.379298,0.815653,0.44255,0.485626,0.359395,0.240945,0.510201,0.583056,0.310766,0.483173,0.684492,0.30418,0.750185,0.44491,0.764699
period11,0.998773,0.994294,0.568342,1,0.0322023,0.912374,1,0.999017,0.933494,0.00599388,0.000801717,0.000582281,0.000582281,0.000582281,0.772973,0.00107484,1,0.051386,0.000801717,0.000560448,0.126478,0.673582,0.00109504,0.00109504,0.000560448,0.44986,0.516703,0.0557007,0.563478,0.666439,0.92742,0.125718,0.215042,0.509589,0.571779,0.265576,0.377172,0.502986,0.689011,0.516076,0.543898,0.390973,0.299901,0.327059,0.179838,0.455448,0.719372,0.614268,0.814511
period12,0.998837,0.994355,0.688945,1,0.0981642,0.960451,1,0.999278,0.969039,0.016033,0.000902848,0.000592344,0.000592344,0.000592344,0.808424,0.00108274,1,0.194127,0.000902848,0.000561449,0.231972,0.734099,0.00110286,0.00110286,0.000561449,0.479985,0.42762,0.302416,0.568207,0.254182,0.375531,0.283689,0.686125,0.79778,0.412619,0.487459,0.206298,0.432333,0.508283,0.654543,0.441385,0.824961,0.490493,0.388871,0.693429,0.666171,0.535164,0.469028,0.540023
period13,1,0.995455,0.769347,1,0.144823,1,1,1,1,0.0317708,0.000955542,0.000597587,0.000597587,0.000597587,0.865104,0.00102147,1,0.394,0.000955542,0.000561971,0.342824,0.788327,0.001107,0.001107,0.000561971,0.583399,0.187529,0.552035,0.429916,0.44478,0.292101,0.431147,0.320462,0.723999,0.259701,0.438958,0.710521,0.65504,0.473055,0.49419,0.498117,0.572609,0.579664,0.4837,0.213208,0.713533,0.428699,0.295352,0.562617
